id,title,artist,full_lyrics,reff_lyrics,emotion
184,birokrasi berbelit,iqbaal ramadhan,ngurus surat butuh 20 cap. bolak-balik kantor berbulan-bulan. dokumen yang diminta berbeda. setiap kali datang ke sana. petugas yang jutek dan malas. seolah kita yang berhutang budi. kesal dengan red tape. yang mempersulit hidup rakyat. . birokrasi berbelit bikin dongkol. jengkel dengan sistem yang kacau. muak dengan bureaucratic maze. sebel banget sama pelayanan buruk. geram dengan inefficiency. frustrasi dengan waste of time. digital era tapi manual process. modernisasi cuma di slogan. benci sama culture. yang resistant terhadap improvement,birokrasi berbelit bikin dongkol. jengkel dengan sistem yang kacau. muak dengan bureaucratic maze. sebel banget sama pelayanan buruk. geram dengan inefficiency. frustrasi dengan waste of time,marah
185,inflasi gila-gilaan,jarwo kwat,harga naik tapi gaji tetep. cost of living yang mencekik leher. mimpi beli rumah jadi impossible. karena property bubble crazy. daily necessity yang unaffordable. saving yang tidak pernah cukup. frustrasi dengan economic policy. yang tidak pro rakyat kecil. . inflasi gila-gilaan bikin murka. marah dengan monetary policy gagal. jengkel dengan purchasing power turun. muak dengan wealth inequality. benci dengan cost of living crisis. dongkol dengan economic hardship. middle class yang squeezed. between inflation dan stagnant wage. geram dengan government. yang tidak protect citizen welfare,inflasi gila-gilaan bikin murka. marah dengan monetary policy gagal. jengkel dengan purchasing power turun. muak dengan wealth inequality. benci dengan cost of living crisis. dongkol dengan economic hardship,marah
186,teknologi yang error,kang emil,aplikasi yang crash saat deadline. blue screen of death berkali-kali. update yang malah bikin lambat. technology yang supposed to help. auto-correct yang salah terus. password yang lupa melulu. kesal dengan digital dependency. yang unreliable dan risky. . teknologi yang error bikin kesal. jengkel dengan software bugs. muak dengan system crash. dongkol sama tech dependency. sebel banget sama glitches. frustrasi dengan digital problems. modern life yang complicated. karena over-reliance on tech. benci sama irony. technology creates more problems,teknologi yang error bikin kesal. jengkel dengan software bugs. muak dengan system crash. dongkol sama tech dependency. sebel banget sama glitches. frustrasi dengan digital problems,marah
187,cuaca ekstrim,lolox,rencana outdoor hujan terus. event yang dibatalkan berkali-kali. mood yang tergantung weather. planning yang berantakan. global warming yang real. climate yang unpredictable. frustrasi dengan force majeure. yang di luar kontrol manusia. . cuaca ekstrim bikin dongkol. jengkel dengan climate change. muak dengan weather chaos. kesal sama unpredictability. sebel banget sama extreme weather. geram dengan global warming. nature yang semakin wild. karena human intervention. benci sama consequence. of environmental destruction,cuaca ekstrim bikin dongkol. jengkel dengan climate change. muak dengan weather chaos. kesal sama unpredictability. sebel banget sama extreme weather. geram dengan global warming,marah
188,parkir yang impossible,mandra,keliling mall sejam cari parkir. akhirnya valet yang mahal. urban planning yang tidak consider. vehicle growth yang exponential. parkir liar kena tilang. legal parking biaya gila. kesal dengan transportation policy. yang tidak realistic. . parkir yang impossible bikin murka. jengkel dengan urban chaos. muak dengan parking scarcity. dongkol sama biaya parkir. benci dengan city planning. sebel banget sama stress unnecessary. city development yang tidak smart. infrastructure yang tertinggal. geram dengan inefficiency. yang bikin daily life susah,parkir yang impossible bikin murka. jengkel dengan urban chaos. muak dengan parking scarcity. dongkol sama biaya parkir. benci dengan city planning. sebel banget sama stress unnecessary,marah
189,customer service hell,narji cagur,call center yang tidak pernah connect. chat bot yang tidak membantu. complain yang tidak ditanggapi. service yang semakin memburuk. hold time berjam-jam lamanya. transfer sana-sini tidak jelas. frustrasi dengan customer service. yang tidak service oriented. . customer service hell bikin kesal. jengkel dengan unresponsive support. muak dengan automated system. dongkol sama problem resolution. sebel banget sama bureaucracy. geram dengan service quality. modern service yang backward. technology yang misused. benci sama company. yang tidak care about customer experience,customer service hell bikin kesal. jengkel dengan unresponsive support. muak dengan automated system. dongkol sama problem resolution. sebel banget sama bureaucracy. geram dengan service quality,marah
190,social media toxicity,om telolet om,timeline full of negativity. hoax yang disebarkan massal. hate speech yang dinormalisasi. polarisasi yang makin parah. algorithm yang addictive. mental health yang terganggu. kesal dengan digital pollution. yang meracuni pikiran. . social media toxicity bikin murka. marah dengan information pollution. jengkel dengan hate speech. muak dengan polarization. benci dengan echo chamber. dongkol dengan digital manipulation. platform yang supposed to connect. malah create division. sebel banget sama addiction. yang destroy real relationship,social media toxicity bikin murka. marah dengan information pollution. jengkel dengan hate speech. muak dengan polarization. benci dengan echo chamber. dongkol dengan digital manipulation,marah
191,gaslighter master,pevita pearce,dia ahli memutarbalikkan fakta. bikin aku merasa gila. yang salah selalu jadi benar. yang benar dibilang salah. memory yang dimanipulasi. reality yang didistorsi. kesal dengan mind games. yang menguras sanity. . gaslighter master membuatku murka. benci dengan psychological abuse. jengkel dengan reality distortion. muak dengan mind manipulation. marah dengan emotional terrorism. geram dengan mental torture. hubungan yang toxic banget. full of manipulation dan control. dongkol dengan pattern. yang systematically destructive,gaslighter master membuatku murka. benci dengan psychological abuse. jengkel dengan reality distortion. muak dengan mind manipulation. marah dengan emotional terrorism. geram dengan mental torture,marah
192,narcissist supreme,reza rahadian,semua conversation tentang dia. tidak pernah genuine interest. empathy yang zero besar. self-absorption yang extreme. tidak bisa handle criticism. victim mentality yang kuat. frustrasi dengan ego. yang tidak terkendali. . narcissist supreme bikin geram. marah dengan self-centered behavior. jengkel dengan lack of empathy. muak dengan superiority complex. benci dengan entitlement. kesal dengan victim playing. relationship yang one-sided. dimana aku cuma audience. sebel banget sama drama queen. yang exhaust semua orang,narcissist supreme bikin geram. marah dengan self-centered behavior. jengkel dengan lack of empathy. muak dengan superiority complex. benci dengan entitlement. kesal dengan victim playing,marah
193,love bomber,shenina cinnamon,awalnya shower with attention. gift dan sweet words berlebihan. tapi setelah committed. true color mulai keluar. possessive dan controlling. isolasi dari support system. kesal dengan manipulation tactics. yang subtle tapi destructive. . love bomber membuatku murka. benci dengan manipulation strategy. jengkel dengan bait and switch. muak dengan emotional abuse. marah dengan control tactics. geram dengan psychological trap. red flag yang missed. karena blinded by attention. dongkol dengan calculated. manipulation yang sophisticated,love bomber membuatku murka. benci dengan manipulation strategy. jengkel dengan bait and switch. muak dengan emotional abuse. marah dengan control tactics. geram dengan psychological trap,marah
194,energy vampire,tara basro,selalu complaining tanpa solusi. drain positivity dari sekitar. tidak pernah ada good news. hanya drama dan problema. conversation yang exhausting. emotional labor yang unfair. frustrasi dengan negativity. yang contagious dan toxic. . energy vampire bikin kesal. jengkel dengan constant negativity. muak dengan victim mentality. dongkol sama emotional parasitism. sebel banget sama drama addiction. benci dengan toxic pessimism. hidup sudah challenging enough. tidak perlu tambahan negativity. geram dengan orang yang toxic. yang suck energy dari environment,energy vampire bikin kesal. jengkel dengan constant negativity. muak dengan victim mentality. dongkol sama emotional parasitism. sebel banget sama drama addiction. benci dengan toxic pessimism,marah
195,silent treatment expert,ussy sulistiawaty,kalau marah diam berhari-hari. punishment yang passive aggressive. tidak pernah communicate direct. mind reading expectation. cold shoulder yang berkepanjangan. emotional withdrawal total. kesal dengan communication style. yang immature dan destructive. . silent treatment expert membuatku murka. marah dengan passive aggressive behavior. jengkel dengan emotional punishment. muak dengan withdrawal tactics. benci dengan communication avoidance. geram dengan childish behavior. healthy conflict resolution. bukan domain dia sama sekali. dongkol dengan pattern. yang toxic dan manipulative,silent treatment expert membuatku murka. marah dengan passive aggressive behavior. jengkel dengan emotional punishment. muak dengan withdrawal tactics. benci dengan communication avoidance. geram dengan childish behavior,marah
196,guilt trip master,vanesha prescilla,selalu bikin aku merasa bersalah. untuk decision yang normal. emotional blackmail yang halus. tapi sangat effective. victim card yang dimainkan. setiap kali tidak dapat kemauan. frustrasi dengan manipulation. yang wrapped in emotional appeal. . guilt trip master bikin geram. benci dengan emotional blackmail. jengkel dengan manipulation tactics. muak dengan victim mentality. marah dengan guilt induction. kesal dengan responsibility shifting. relationship yang toxic. full of emotional manipulation. sebel banget sama pattern. yang systematically destructive,guilt trip master bikin geram. benci dengan emotional blackmail. jengkel dengan manipulation tactics. muak dengan victim mentality. marah dengan guilt induction. kesal dengan responsibility shifting,marah
197,control freak,wulan guritno,mengatur siapa yang boleh ditemui. social media yang dimonitor. lokasi yang harus dilaporkan. freedom yang sangat terbatas. possessiveness yang extreme. isolation dari support system. kesal dengan controlling behavior. yang suffocating dan toxic. . control freak membuatku murka. marah dengan possessive behavior. jengkel dengan privacy invasion. muak dengan freedom restriction. benci dengan isolation tactics. geram dengan obsessive control. love bukan berarti ownership. atau right untuk control partner. dongkol dengan insecurity. yang diproyeksikan sebagai control,control freak membuatku murka. marah dengan possessive behavior. jengkel dengan privacy invasion. muak dengan freedom restriction. benci dengan isolation tactics. geram dengan obsessive control,marah
198,frenemy toxic,yuki kato,di depan supportive banget. di belakang spread rumors jahat. competition yang unhealthy. fake friendship yang berbahaya. passive aggressive comments. backhanded compliments. frustrasi dengan two-faced behavior. yang destructive dan manipulative. . frenemy toxic bikin kesal. jengkel dengan backstabbing behavior. muak dengan fake support. dongkol sama competitive toxicity. sebel banget sama two-faced attitude. benci dengan hidden agenda. friendship yang full of drama. dan manipulation terselubung. geram dengan energy vampire. yang disguised as friend,frenemy toxic bikin kesal. jengkel dengan backstabbing behavior. muak dengan fake support. dongkol sama competitive toxicity. sebel banget sama two-faced attitude. benci dengan hidden agenda,marah
199,emotional abuser,zara jkt48,verbal assault yang daily. words yang cut deep. self-esteem yang systematically destroyed. psychological warfare. put-down yang disguised as joke. insult yang wrapped in concern. kesal dengan cruelty. yang leave invisible scars. . emotional abuser membuatku murka. benci dengan verbal violence. jengkel dengan psychological torture. muak dengan systematic degradation. marah dengan emotional terrorism. geram dengan mental cruelty. words that kill slowly. leaving trauma yang lasting. dongkol dengan normalization. of emotional abuse dalam relationship,emotional abuser membuatku murka. benci dengan verbal violence. jengkel dengan psychological torture. muak dengan systematic degradation. marah dengan emotional terrorism. geram dengan mental cruelty,marah
200,workplace bully,adipati dolken,boss yang abuse position. power tripping yang extreme. intimidation dan harassment. yang create hostile environment. micromanagement yang suffocating. credit stealing yang blatant. frustrasi dengan toxic leadership. yang destroy team morale. . workplace bully membuatku geram. marah dengan abuse of power. jengkel dengan harassment. muak dengan intimidation tactics. benci dengan toxic leadership. kesal dengan workplace terrorism. professional environment yang toxic. full of fear dan anxiety. sebel banget sama culture. yang normalize workplace abuse,workplace bully membuatku geram. marah dengan abuse of power. jengkel dengan harassment. muak dengan intimidation tactics. benci dengan toxic leadership. kesal dengan workplace terrorism,marah
201,gelisah malam,rizki febian,duduk sendiri di kamar yang sunyi. malam semakin tinggi tapi mata tak mau terpejam. pikiran kacau tentang hari esok. takut kalau semua rencana tidak berjalan. kau bilang semua akan baik-baik saja. tapi hati ini masih was-was. apa yang akan terjadi besok pagi. mungkin impian hanya tinggal angan. . gelisah hati ini tak bisa tenang. takut mimpi hanya jadi bayang. semua harapan mungkin sirna. di ujung jalan yang tak pasti. kau selalu ada tapi cemas tetap tinggi. pergi jauh dari rumah sendiri. masihkah ada jalan untuk pulang. terus bertanya pada diri sendiri,gelisah hati ini tak bisa tenang. takut mimpi hanya jadi bayang. semua harapan mungkin sirna. di ujung jalan yang tak pasti,takut
202,cemas di persimpangan,pamungkas,berdiri di persimpangan jalan. hati galau tak tahu arah mana. kiri kanan semua terlihat gelap. takut salah langkah yang kumilih. orang-orang berlalu lalang cepat. aku diam terpaku di tempat. mungkin mereka tahu jalan mereka. sedangkan aku masih bingung. . takut memilih jalan yang salah. cemas hati tak mau melangkah. semua jalan terasa menakutkan. kau ada tapi jauh di sana. hari semakin tinggi matahari. tapi kaki ini tak mau bergerak. terus berdiri sampai sore. masihkah ada waktu untuk pergi,takut memilih jalan yang salah. cemas hati tak mau melangkah. semua jalan terasa menakutkan. kau ada tapi jauh di sana,takut
203,takut kehilangan,tulus,setiap hari aku cemas. takut kau pergi meninggalkan. cinta ini terlalu berharga. mungkin aku tidak pantas. semua orang bilang aku beruntung. tapi hati ini selalu khawatir. takut suatu hari kau sadar. ada yang lebih baik dariku. . takut kehilangan dirimu. cemas setiap malam hari. mungkin cinta ini tak abadi. kau akan pergi jauh dari sini. lagi dan lagi aku bertanya. masihkah kau cinta padaku. tinggi rendah perasaan ini. terus menerus menghantui,takut kehilangan dirimu. cemas setiap malam hari. mungkin cinta ini tak abadi. kau akan pergi jauh dari sini,takut
204,masa depan kelam,hindia,lulus kuliah tinggal hitungan bulan. tapi hati resah tak karuan. cv sudah dikirim ke mana-mana. takut tidak ada yang merespon. teman-teman sudah dapat kerja. aku masih menganggur di rumah. orangtua mulai tanya-tanya. kapan aku dapat penghasilan. . takut masa depan yang gelap. cemas tidak bisa mandiri. semua impian mungkin pupus. kau percaya tapi aku ragu. hari demi hari berlalu cepat. masihkah ada kesempatan. terus mencoba jalan yang ada. mungkin ini ujian yang berat,takut masa depan yang gelap. cemas tidak bisa mandiri. semua impian mungkin pupus. kau percaya tapi aku ragu,takut
205,sendirian di kota,raisa,pindah ke kota besar sendirian. jauh dari keluarga dan kau. semua orang asing bagiku. takut tidak bisa beradaptasi. gedung tinggi dan jalan ramai. tapi hati sepi dan kosong. malam pertama di kos-kosan. cemas tidak bisa tidur nyenyak. . takut hidup di tempat asing. semua terasa menakutkan. mungkin keputusan ini salah. kau jauh di kampung halaman. hari-hari awal penuh ketakutan. masihkah aku bisa bertahan. terus mencoba untuk kuat. mungkin lama-lama terbiasa,takut hidup di tempat asing. semua terasa menakutkan. mungkin keputusan ini salah. kau jauh di kampung halaman,takut
206,ujian terakhir,isyana sarasvati,besok ujian yang menentukan. empat tahun kuliah dipertaruhkan. buku sudah dibaca berkali-kali. tapi takut masih kurang persiapan. teman-teman sudah pada tidur. aku masih begadang belajar. cemas kalau lupa semua materi. takut mengecewakan orangtua. . takut gagal di ujian penting. semua usaha jadi sia-sia. mungkin aku tidak cukup pintar. kau doakan dari jauh sana. pagi nanti duduk di bangku. masihkah kepala ini jernih. terus berdoa semoga lancar. mungkin ini takdir yang terbaik,takut gagal di ujian penting. semua usaha jadi sia-sia. mungkin aku tidak cukup pintar. kau doakan dari jauh sana,takut
207,malam sepi,vira talisa,jam dinding terus berdetak. malam semakin tinggi dan sepi. bunyi angin di luar jendela. takut ada yang mengintai. lampu kamar redup menyala. bayangan di dinding bergerak. pikiran mulai kemana-mana. cemas sampai pagi nanti. . takut sendirian di malam. semua suara jadi menakutkan. mungkin hanya perasaanku. tapi hati tetap was-was. kau tidur nyenyak di sana. masihkah aku bisa tenang. terus terjaga sampai subuh. mungkin besok lebih baik,takut sendirian di malam. semua suara jadi menakutkan. mungkin hanya perasaanku. tapi hati tetap was-was,takut
208,presentasi besar,kunto aji,besok presentasi di kantor. semua bos akan hadir. proposal sudah disiapkan. tapi takut tidak lancar bicara. slide sudah dicek berkali-kali. tapi cemas lupa kata-kata. bagaimana kalau ada pertanyaan. yang tidak bisa kujawab. . takut tampil tidak maksimal. semua mata tertuju padaku. mungkin aku akan gugup. kau bilang pasti bisa. pagi nanti berdiri di depan. masihkah suara ini stabil. terus latihan di depan cermin. mungkin keberanian akan datang,takut tampil tidak maksimal. semua mata tertuju padaku. mungkin aku akan gugup. kau bilang pasti bisa,takut
209,jalan gelap,noah,pulang malam lewat gang sempit. lampu jalan mati setengah. langkah kaki bergema sepi. takut ada yang mengikuti. suara motor dari jauh. semakin dekat ke arahku. jantung berdebar tidak karuan. cemas kalau terjadi apa-apa. . takut berjalan sendirian. malam ini terlalu sepi. semua bayangan jadi hantu. kau sudah tidur di rumah. langkah dipercepat terus. masihkah jauh rumahku. terus berdoa dalam hati. mungkin ini ujian keberanian,takut berjalan sendirian. malam ini terlalu sepi. semua bayangan jadi hantu. kau sudah tidur di rumah,takut
210,keputusan berat,efek rumah kaca,dua pilihan di depan mata. harus memilih satu jalan. keluarga atau impian sendiri. takut menyakiti hati orang. semua orang kasih saran. tapi keputusan tetap padaku. bagaimana kalau salah pilih. hidup akan penuh penyesalan. . takut membuat pilihan salah. semua konsekuensi harus kubayar. mungkin tidak ada yang benar. kau percaya apapun pilihanku. hari ini harus memutuskan. masihkah ada waktu berpikir. terus menimbang untung rugi. mungkin hati yang paling tahu,takut membuat pilihan salah. semua konsekuensi harus kubayar. mungkin tidak ada yang benar. kau percaya apapun pilihanku,takut
211,cinta pertama,dmasiv,pertama kali jatuh cinta. hati berdebar tidak karuan. takut kau tidak merasakan. perasaan yang sama denganku. setiap hari melihatmu. dari jauh di sekolah. ingin sekali menyapa. tapi takut kau menolak. . takut ditolak cinta pertama. semua perasaan jadi bingung. mungkin aku tidak cukup. untuk seseorang sepertimu. hari-hari berlalu cepat. masihkah ada kesempatan. terus berdoa dalam diam. mungkin keajaiban akan terjadi,takut ditolak cinta pertama. semua perasaan jadi bingung. mungkin aku tidak cukup. untuk seseorang sepertimu,takut
212,pindah kelas,the overtunes,besok pindah ke kelas baru. takut tidak punya teman. semua orang sudah kenal. aku datang di tengah jalan. teacher bilang jangan khawatir. tapi hati tetap cemas. bagaimana kalau mereka. tidak mau berteman denganku. . takut tidak diterima teman. semua akan memandang aneh. mungkin aku akan sendirian. kau janji datang menjenguk. pagi nanti duduk sendiri. masihkah ada yang peduli. terus berharap ada yang ramah. mungkin persahabatan baru menanti,takut tidak diterima teman. semua akan memandang aneh. mungkin aku akan sendirian. kau janji datang menjenguk,takut
213,interview kerja,sheila on 7,besok interview pertama. untuk pekerjaan impian. suit sudah disiapkan. tapi takut tidak berkesan. pertanyaan sudah dipelajari. tapi cemas lupa jawaban. bagaimana kalau mereka. tidak tertarik denganku. . takut tidak lolos interview. semua persiapan sia-sia. mungkin aku belum siap. kau bilang harus percaya diri. pagi nanti duduk berhadapan. masihkah aku bisa tenang. terus latihan jawab pertanyaan. mungkin ini jalan rejekiku,takut tidak lolos interview. semua persiapan sia-sia. mungkin aku belum siap. kau bilang harus percaya diri,takut
214,operasi kecil,samsons,dokter bilang operasi kecil. tapi hati tetap was-was. takut ada komplikasi. yang tidak terduga. semua orang bilang tenang. prosedur sudah biasa. tapi pikiran kemana-mana. cemas kalau terjadi apa-apa. . takut masuk ruang operasi. semua terasa menakutkan. mungkin aku terlalu cemas. kau pegang tanganku erat. besok pagi harus siap. masihkah ada harapan. terus berdoa untuk yang terbaik. mungkin semua akan baik-baik saja,takut masuk ruang operasi. semua terasa menakutkan. mungkin aku terlalu cemas. kau pegang tanganku erat,takut
215,rumah kosong,kerispatih,orangtua pergi keluar kota. tinggal sendirian di rumah. malam pertama sendiri. takut ada pencuri masuk. semua pintu sudah dikunci. tapi cemas tetap ada. bunyi apa saja jadi. suara orang asing. . takut sendirian di rumah. malam ini terlalu panjang. mungkin hanya paranoia. tapi hati tetap was-was. kau telepon dari jauh. masihkah aku bisa tidur. terus cek kunci berkali-kali. mungkin pagi segera datang,takut sendirian di rumah. malam ini terlalu panjang. mungkin hanya paranoia. tapi hati tetap was-was,takut
216,pertandingan final,dewa 19,besok pertandingan terakhir. untuk juara nasional. latihan sudah maksimal. tapi takut tidak cukup. lawan kali ini kuat. reputasi sudah teruji. bagaimana kalau aku. tidak bisa tampil optimal. . takut gagal di final. semua harapan akan pupus. mungkin aku tidak pantas. kau yakin aku bisa menang. besok saatnya bertanding. masihkah tubuh ini kuat. terus berlatih sampai malam. mungkin ini kesempatan terakhir,takut gagal di final. semua harapan akan pupus. mungkin aku tidak pantas. kau yakin aku bisa menang,takut
217,hujan lebat,ungu,hujan turun sangat deras. jalan mulai tergenang. motor mogok di tengah. takut tidak bisa pulang. air semakin tinggi. arus mulai kencang. bagaimana kalau terbawa. ke tempat yang berbahaya. . takut terjebak banjir. semua jalan sudah ditutup. mungkin harus menunggu. sampai air surut. kau khawatir di rumah. masihkah aku selamat. terus mencari tempat tinggi. mungkin pertolongan akan datang,takut terjebak banjir. semua jalan sudah ditutup. mungkin harus menunggu. sampai air surut,takut
218,pertama naik pesawat,afgan,pertama kali naik pesawat. takut pesawat jatuh. semua orang bilang aman. tapi hati tetap cemas. pesawat mulai bergerak. jantung berdebar kencang. bagaimana kalau terjadi. sesuatu di udara. . takut terbang tinggi. semua terasa menakutkan. mungkin aku terlalu penakut. kau duduk di sampingku. pilot bilang semuanya baik. masihkah aku bisa tenang. terus pegang sandaran kursi. mungkin ini pengalaman berharga,takut terbang tinggi. semua terasa menakutkan. mungkin aku terlalu penakut. kau duduk di sampingku,takut
219,dosa masa lalu,judika,dosa masa lalu kembali. menghantui tidurku. takut karma akan datang. membalas semua kesalahan. teman-teman sudah memaafkan. tapi hati masih bersalah. bagaimana kalau suatu hari. semua orang tahu. . takut masa lalu terbongkar. semua akan menghakimiku. mungkin aku pantas dihukum. kau bilang tuhan maha pengampun. hari ini berusaha berubah. masihkah ada ampunan. terus bertobat dalam diam. mungkin kebaikan bisa menebus,takut masa lalu terbongkar. semua akan menghakimiku. mungkin aku pantas dihukum. kau bilang tuhan maha pengampun,takut
220,tes kesehatan,virgoun,hasil tes keluar besok. takut ada penyakit serius. semua gejala sudah muncul. dokter bilang harus sabar. keluarga berusaha tenang. tapi aku semakin cemas. bagaimana kalau benar. ada yang tidak beres. . takut divonis dokter. semua mimpi akan sirna. mungkin ajal sudah dekat. kau selalu ada mendampingi. besok saatnya mendengar. masihkah ada harapan. terus berdoa untuk keajaiban. mungkin semua hanya ketakutan,takut divonis dokter. semua mimpi akan sirna. mungkin ajal sudah dekat. kau selalu ada mendampingi,takut
221,konflik keluarga,andmesh kamaleng,orangtua sering bertengkar. takut mereka bercerai. rumah tidak lagi hangat. semua terasa dingin. adik bertanya padaku. kenapa papa mama marah. aku tidak tahu jawaban. yang bisa kuberikan. . takut keluarga hancur. semua kebahagiaan hilang. mungkin ini ujian berat. kau dengarkan keluh kesahku. hari-hari penuh ketegangan. masihkah ada solusi. terus berharap mereka rukun. mungkin cinta masih ada,takut keluarga hancur. semua kebahagiaan hilang. mungkin ini ujian berat. kau dengarkan keluh kesahku,takut
222,deadline proyek,five minutes,deadline tinggal dua hari. proyek belum selesai. atasan sudah mengingatkan. takut kena sanksi berat. tim kerja sudah maksimal. tapi waktu tidak cukup. bagaimana kalau tidak. selesai tepat waktu. . takut mengecewakan klien. reputasi akan hancur. mungkin karir berakhir. kau bilang jangan putus asa. besok lusa harus siap. masihkah ada keajaiban. terus bekerja tanpa tidur. mungkin usaha tidak mengkhianati,takut mengecewakan klien. reputasi akan hancur. mungkin karir berakhir. kau bilang jangan putus asa,takut
223,pertama driving,nidji,pertama kali bawa mobil. di jalan raya ramai. takut nabrak orang lain. atau kendaraan. instructor sudah mengajar. tapi tetap nervous. bagaimana kalau terjadi. kecelakaan fatal. . takut menyetir sendirian. semua kendaraan cepat. mungkin aku belum siap. kau duduk di samping. jalan raya sangat padat. masihkah aku aman. terus pelan-pelan belajar. mungkin lama-lama mahir,takut menyetir sendirian. semua kendaraan cepat. mungkin aku belum siap. kau duduk di samping,takut
224,malam tahun baru,chrisye,malam tahun baru sendirian. semua orang merayakan. takut tahun depan. akan sama seperti ini. teman-teman sudah punya. pasangan masing-masing. aku masih sendiri. tanpa ada yang peduli. . takut selamanya sendiri. cinta tidak akan datang. mungkin aku tidak layak. kau hanya ada di mimpi. tahun baru resolusi baru. masihkah ada harapan. terus berusaha untuk berubah. mungkin jodoh sudah dekat,takut selamanya sendiri. cinta tidak akan datang. mungkin aku tidak layak. kau hanya ada di mimpi,takut
225,badai datang,slank,awan hitam mendekat. angin semakin kencang. takut badai besar. akan menghantam rumah. berita di tv bilang. siaga satu dinyatakan. bagaimana kalau rumah. tidak kuat menahan. . takut tertimpa pohon. atau genteng beterbangan. mungkin harus mengungsi. kau pegang tanganku erat. malam ini akan panjang. masihkah kita selamat. terus berdoa dalam hati. mungkin badai segera berlalu,takut tertimpa pohon. atau genteng beterbangan. mungkin harus mengungsi. kau pegang tanganku erat,takut
226,kesal sama kamu,young artist,kesal banget sama sikap kamu yang gitu. janji-janji cuma jadi angin lalu. kau bilang cinta tapi kelakuan beda. hati udah sakit dibikin begini terus. kapan kamu jadi dewasa gitu. jangan cuma manis di awal saja. lagi dan lagi kamu mengecewakan. semua harapan jadi sia-sia. . kesal sama kamu yang egois. cinta ini jadi beban berat. kau sibuk sama diri sendiri saja. hati rakyat kecil kayak aku diabaikan. sebel deh udah cape percaya. ada apa sih sama kamu. berubah jadi orang lain. milik siapa sebenarnya hati kamu,kesal sama kamu yang egois. cinta ini jadi beban berat. kau sibuk sama diri sendiri saja. hati rakyat kecil kayak aku diabaikan,marah
227,dikhianatin lagi,heartbreak singer,marah rasanya dikhianatin lagi dan lagi. kau yang dulu bilang setia selamanya. sekarang jadi orang yang asing banget. hati ini sakit disakitin berkali-kali. foto-foto kita dulu bahagia. sekarang cuma jadi kenangan pahit saja. kau sibuk sama yang baru. lupa sama yang udah lama bersamamu. . marah banget sama kelakuan kamu. cinta yang tulus dibuang begitu saja. kau jadi kejam tanpa hati nurani. semua janji tinggal cerita kosong. sebal rasanya dipermainkan gini. ada rasa menyesal kenal sama kamu. berubah jadi monster yang menakutkan. milik iblis kayaknya hati kamu sekarang,marah banget sama kelakuan kamu. cinta yang tulus dibuang begitu saja. kau jadi kejam tanpa hati nurani. semua janji tinggal cerita kosong,marah
228,sahabat palsu,trust issues,kesal sama teman yang sok baik di depan. belakangan nyebar gosip jahat tentang aku. yang katanya sahabat terbaik. ternyata cuma badut yang pake topeng. udah percaya penuh sama kamu. cerita semua rahasia hati. eh malah disebar ke orang lain. jadi bahan omongan rakyat sekampung. . marah sama sahabat palsu kayak kamu. cinta persahabatan cuma sandiwara. kau sibuk nyari sensasi drama saja. hati busuk tersembunyi di balik senyuman. sebel banget sama sifat dua muka. ada dendam apa sih sama aku. berubah jadi ular berbisa gitu. milik setan kayaknya jiwa kamu,marah sama sahabat palsu kayak kamu. cinta persahabatan cuma sandiwara. kau sibuk nyari sensasi drama saja. hati busuk tersembunyi di balik senyuman,marah
229,keluarga toxic,family problems,kesal sama keluarga yang selalu nyalahin. apapun yang terjadi pasti salah aku. yang lain bisa salah tapi dimaafin. hati udah capek diperlakukan beda. standar ganda yang bikin muak. adik boleh ini itu bebas saja. aku dilarang macam-macam. jadi anak sulung memang susah. . marah sama perlakuan tidak adil. cinta keluarga kok pilih kasih gini. kau yang orangtua harusnya bijak. hati anak jadi sakit karena sikap kamu. sebal diperbandingkan terus sama orang. ada rasa ingin kabur dari rumah. berubah jadi neraka tempat ini. milik iblis kayaknya rumah kami,marah sama perlakuan tidak adil. cinta keluarga kok pilih kasih gini. kau yang orangtua harusnya bijak. hati anak jadi sakit karena sikap kamu,marah
230,mantan yang stalker,ex problems,kesal sama mantan yang nggak bisa move on. udah putus masih aja ganggu terus. kau yang dulu manis sekarang creepy. hati udah ilfeel sama tingkah kamu. chat terus padahal udah diblock. dateng ke rumah tanpa izin. sibuk stalking media sosial. jadi gangguan banget hidupku. . marah sama obsesi kamu yang aneh. cinta udah berakhir terima aja. kau jadi psycho yang menakutkan. hati rakyat yang udah pindah halinya. sebel banget sama keegoisanmu. ada yang salah sama kepala kamu. berubah jadi hantu pengganggu. milik rumah sakit jiwa cocok buat kamu,marah sama obsesi kamu yang aneh. cinta udah berakhir terima aja. kau jadi psycho yang menakutkan. hati rakyat yang udah pindah halinya,marah
