id,title,artist,full_lyrics,reff_lyrics,emotion
903,tak apa,daun jatuh,jika pagi ini kau bangun siang lagi tak apa. tak apa. dan jika hari ini tak ada pesan lagi. darinya. tak apa. tenanglah saja. esok kan tiba. sekarang dengarlah. dan ikuti laguku. huu uuu uuu uuu uu u uuu uuu. uu uu uu uuu uuu. huu uuu uuu uuu uu u uuu uuu. uu uu uu uuu uuu. jika hari ini resolusi tahun ini. masih kau pikirkan mana yang kau dulukan. tak apa. dan jika langkah yang kau pilih sekarang. masih terhalang apa kata ayah. tak apa. tak apa. katakan saja. ku masih muda. memang waktunya. tuk coba coba. huu uuu uuu uuu uu u uuu uuu. uu uu uu uuu uuu. huu uuu uuu uuu uu u uuu uuu. uu uu uu uuu uuu. katakan saja. ku masih muda. memang waktunya. tuk coba coba. huu uuu uuu uuu uu u uuu uuu. uu uu uu uuu uuu. huu uuu uuu uuu uu u uuu uuu. uu uu uu uuu uuu.,huu uuu uuu uuu uu u uuu uuu. uu uu uu uuu uuu.,bahagia
904,adek,nosstress,"adek. adek jika suka mendengar kicau burung. mari adek pelihara itu semua pohon besar. agar dia bisa hinggap, istirahatkan sayapnya. kan merdu kicaunya, setelah makan bebijian. adek jika suka melihat kupu-kupu. mari adek kita tanam banyak-banyak pohon bunga. lebah kan datang tuk hisap sari bunga. dia membuat madu dan sebarkan kehidupan. semua pasti dapat terwujud. jika kita saling beri kesempatan. dengan kedua tangan ini. kita bisa berusaha seadilnya. udafanz. damai tanpa keadilan. itu bohong. adek jika rindu berkejaran dengan capung. mari adek kita jaga air bumi jangan kotor. kini capung tlah hilang. dia pergi entah ke mana. dia memberi tanda kita lupa jaga bumi. semua pasti dapat terwujud. jika kita saling beri kesempatan. dengan kedua tangan ini. kita bisa berusaha seadilnya. damai tanpa keadilan. itu bohong.",semua pasti dapat terwujud. jika kita saling beri kesempatan. dengan kedua tangan ini. kita bisa berusaha seadilnya.,bahagia
905,"semoga, ya",nosstress,semoga ya hari ini. lebih baik dari hari kemarin. yang lewat begitu saja. tanpa lakukan apa-apa. semoga ya pagi ini lebih cerah. dari pagi kemarin. mungkin bisa bangun lebih dini. tuk bergegas siapkan diri. apa yang harus kucari. apa yang harus kugali. kutahu. kumau jadi sesuatu. yang kau tahu itu aku. kumau dari dulu. tapi kenyataannya. ku masih hanya menunggu. semoga ya malam ini. lebih cantik dari malam kemarin. bersama bulan kan kutemukan. kamu yang kurindukan. apa yang harus kucari. dan harus aku benahi. kutahu. kumau jadi sesuatu. yang kau tahu itu aku. kumau dari dulu. tapi kenyataannya. ku masih hanya menunggu. semoga ya hari ini. semoga ya semoga. ya semoga tak ada guna bila. ku masih hanya diam saja.,semoga ya hari ini. apa yang harus kucari. kumau jadi sesuatu. yang kau tahu itu aku.,sedih
906,"hei, teman [live recording]",nosstress,"aku memang suka bicara. menikmati senangnya bermain kata. aku memang gemar bicara. karena suara kan membangun suasana. aku memang suka bicara. tak akan salah jika bisa baca suasana. aku memang gembar bicara hahaha. tak apalah yang penting tak sekedar wacana. tapi kok mereka bilang aku banyak ngomongnya. mungkin tapi itu karena temanku diam saja. hei teman mengapa biarkanku bicara sendiri. hingga membuat mereka menilai diriku banyak ngomongnya. hei teman padahal di bawah sana dirimu pun sama. kerap berbicara tapi di atas mengapa sungguh miskin kata. hei teman temanmu takkan hilang jika ikut berbicara sedikit saja. hoo ooo tak banyak, sedikit saja. bernyanyi adalah bicara yang bernada. birama dan irama kaulah ahlinya. kini hilangkan birama dan juga iramanya. maka bantulah aku bicara sedikit saja. semoga tak nampak terpaksa berpikir cepat. tuk mencari bahan bicara. kadang ku merasa sedikit bosan dan lelah. untuk berbicara di atas sana. jika terjadi tiada beda kita dengan kepingan nada. diputar berulang sama berbicara tanpa jeda. hoo ooo nampaknya akan membosankan. dan tentu saja ku tak percaya kau tidak bisa. kau hanya kurang mencoba, bagaimana jika. bicaralah seperti saat kau merayu gadis manis itu. semua kemampuanmu pasti tumpah seribu.",aku memang suka bicara.,bahagia
907,oh my god,nosstress,"oh my god. berawal dari tatap mata. tak sengaja berpaut. ragu yang kurasa bukan cinta. tapi merebak jua. tatap semakin lekat. dia kini mendekat. oh my god. dia melangkah perlahan. semakin dekat. kian rapat. dari mata turun ke hati. bisa cinta, bisa benci. salah satunya kurasakan kini. yang mana belum pasti. tatap semakin lekat. dia kini mendekat. oh my god. dia melangkah perlahan. semakin dekat. kian rapat. ada yang melayang tapi bukan tangan. ada yang mendarat tapi bukan pesawat. semua begitu cepat. sungguh aku tak siap. ada yang terasa hangat tapi bukan peluk. ada yang mengalir tapi bukan kasih. semua begitu cepat. sungguh aku tak siap. bagilah cinta yang banyak. maka benar kau manusia kuat. pabila kau bagi. pasti kan ku balas sayang. tapi mengapa kau bagi padaku tinju?",tatap semakin lekat. dia kini mendekat. dia melangkah perlahan. semua begitu cepat.,takut
908,beragam warna,nosstress,"beragam warna. ku mulai dari do berpindah ke re. berlanjut ke mi kembali pada. ku mulai dari mi berpindah ke fa. berlanjut ke sol kembali pada. ku mulai dari sol berpindah ke la. berlanjut ke si kembali pada. lihat kawan indahnya berbeda. beragam warna dan suara. dunia tak akan nampak indah. jika hanya ada kamu tanpa mereka. suaraku rendah sedikit berat. bukan cerminan hidup yang berat. suaraku mendesah bukannya pasrah. kadang membuat dengar resah. suaraku tinggi bukan sok tinggi. tapi gimana memang begini. lihat kawan indahnya berbeda. beragam warna dan suara. dunia tak akan nampak indah. jika hanya ada kamu tanpa mereka. meski berbeda namun indah ketika kita jalan bersama. perbedaan adalah kekayaan untuk kita semua. meski berbeda namun indah ketika kita jalan bersama. perbedaan adalah kekayaan untuk kita semua. merah, jingga, kuning, hijau, biru, nila, ungu kita satu. pelangi pelangi alangkah bosannya. andai hanya satu warna. di mana indahnya?",lihat kawan indahnya berbeda. beragam warna dan suara. dunia tak akan nampak indah. jika hanya ada kamu tanpa mereka.,bahagia
909,seperti dia,nosstress,hujan kini sering tak kunjung turun. walau sudah musimnya. rindu sejukmu sudah terasa. sabar pun diuji dikala panas menerjang. dan di saat kau turun seperti marah. badan ini mulai terendam dan dingin. tak ada tempat untukmu mengalir. dan tak ada muara untuk rumahmu. kau memang tak bisa dipaksakan tuk datang. dan kau memang tak bisa dipaksakan tuk pergi. sama seperti dia yang tak bisa dipaksakan. tuk mencintai kita. sama seperti dia yang tak bisa kita hentikan. untuk berhenti mencintai kita. kau memang tak bisa dipaksakan tuk datang. dan kau memang tak bisa dipaksakan tuk pergi. sama seperti dia yang tak bisa dipaksakan. tuk mencintai kita. sama seperti dia yang tak bisa kita hentikan. untuk berhenti mencintai kita.,kau memang tak bisa dipaksakan tuk datang. dan kau memang tak bisa dipaksakan tuk pergi. sama seperti dia yang tak bisa dipaksakan. tuk mencintai kita.,sedih
910,"ya, kamu",nosstress,"telah ku coba dan sungguh rumit kepala ini. tak mudah sederhana. entah berapa yang telah aku tulis. namun rasa tiada yang berarti. ternyata betapa susahnya. menyusun lagu cinta untukmu. ku pikir akan bakal mudahnya. seperti kata lagu temanku. ya apa susahnya uuu uuu. ku coba lagi dan kali ini. ku buka hati dan juga pikiranku. namun ternyata berkata cinta. susah bagiku walau hanya padamu saja. ternyata betapa beratnya. menyusun lagu cinta untukmu. ku rasa tidak kalah beratnya. seperti kala ku yang dahulu bertemu ayahmu. namun satu yang ku paham. dan ku harap kau pun juga. cintaku walau tak terucap. hanya padamu, ya hanya untukmu. ya cuma kamu, cuma kita yang tahu.",menyusun lagu cinta untukmu.,bahagia
911,sampai kapan?,nosstress,delapan tahun penuh kesenangan. terjalin lusinan pertemanan. kumpulan nada manis yang beruntung. jarang berteman dengan murung. ku rasa diriku beruntung. karena banyak orang lebih hebat dan berbakat. berusaha dengan lengan baju yang tergulung. sering kalah mujur dengan yang modal burung. tapi sampai kapan bertahan dengan keberuntungan. tanpa usaha di suatu saat. beruntung kan terganti dengan buntung. orang datang dengan menyanjung. mengusir rendah di dalam hati. ujian menumpuk hingga segunung. membuat lupa menjejak kaki. aku tak mau seperti ini. harus ku catat sebelum ku lupa diri. kawan ingatkan aku biasakan diri. sanjungan ini membunuh nurani. oh sampai kapan bertahan dengan keberuntungan. kini ku harus mulai belajar. karena malas takkan membuatku beruntung. oh sampai kapan akan mengandalkan keberuntungan. dan kini aku pun mulai sadar. ku terlalu menyombongkan keberuntungan. lagu ini untuk aku dan kalian sadari bersama hu hu hu. delapan tahun telah beruntung. entah berapa tahun lagi bertahan mujur. jangan bilang aku tak pernah bersyukur. namun saat mujur sering lupa bersyukur. oh sampai kapan bertahan dengan keberuntungan. sampai kapan akan mengandalkan keberuntungan. sampai kapan bertahan dengan keberuntungan. sampai kapan akan mengandalkan keberuntungan. sampai kapan bertahan dengan keberuntungan. sampai kapan akan mengandalkan keberuntungan. sampai kapan bertahan dengan keberuntungan. sampai kapan akan mengandalkan keberuntungan.,oh sampai kapan bertahan dengan keberuntungan. sampai kapan akan mengandalkan keberuntungan. sampai kapan bertahan dengan keberuntungan.,takut
912,aku minta maaf,nosstress,"ngga apa kalau gak bisa bantu. enggak apa beneran. setidaknya kalau ngga bisa bantu jangan malah nyusahin. ohh nyusahin. ini nyata kerap terjadi katanya bantu tapi malah nyusahin. jika aku pernah begitu beritahu ku. mungkin aku ngga sadar. maaf aku minta maaf. maaf mungkin aku ngga sadar. maaf, sungguh minta maaf. maaf semoga tak ulangi lagi. nggak punya solusi pun ngga apa. engga apa beneran. setidaknya kalau ngga punya solusi, jangan kasih masalah. oo masalah. ini nyata kerap terjadi. ngga punya solusi tapi kasih masalah. jika aku pernah begitu beritahu ku mungkin aku ngga sadar. selama kita hidup pastikan jumpa masalah. jika mampu saling bantu. jika tak mampu cukup jangan saling menyusahkan 1x. maaf aku minta maaf. maaf mungkin aku ngga sadar. maaf sungguh minta maaf. maaf semoga tak ulangi lagi 2x.",maaf aku minta maaf. maaf mungkin aku ngga sadar.,sedih
913,ppkn,nosstress,ppkn. setidak begitu yang tertulis dalam buku. pak guru ppkn mengajarkannya. nampak mudah sekali namun kenyataannya. dari kecil diajarkan tuk cintai sesama. saling tolong menolong jelas adalah mulia. saling menghormati antar sesama manusia. dan sesama makhluk hidup yang berada di dunia. setidak begitu yang tertulis dalam buku. pak guru ppkn mengajarkannya. nampak mudah sekali namun kenyataannya. tak semudah menyebarang nenek di lampu merah. tepo soliro janganlah pernah diabaikan. ia adalah senjata bagi pemersatu bangsa. toleransi adalah kunci hidup bersama. dan berbagi membuat semuanya semakin indah. setidak begitu yang tertulis dalam buku. pak guru ppkn mengajarkannya. nampak mudah sekali namun kenyataannya. tak semudah membuang sampah pada tempatnya. namun ku yakin itu mudah. jika kita mau. mendengar hati nurani dan pak guru ppkn.,setidak begitu yang tertulis dalam buku. pak guru ppkn mengajarkannya. nampak mudah sekali namun kenyataannya.,bahagia
914,ini judulnya belakangan,nosstress,"bali aku tinggal sebentar ya. aku mau ke jogjakarta. aku mau nyanyi seperti biasanya. bali aku pergi sebentar ya. pergi dari jalanmu yang mulai macet. mulai nggak nyaman, mulai. bali aku pergi sebentar ya. pergi dari pantaimu yang katanya indah. yang disekelilingnya berdiri hotel megah, wah. bali aku pergi sebentar ya. pergi dari alammu yang katanya asri. asri sebelah sana, eh sebelah sini enggak. esok ku kembali semoga. esok ku kembali semoga pemimpin menambah prestasi. bukannya menambah baliho. esok ku kembali semoga. esok ku kembali semoga. beton tak tumbuh lebih subur daripada pepohonan. uuuiiuuuuu, ,, , uiuu, ,, ,.",bali aku pergi sebentar ya. esok ku kembali semoga.,marah
915,kandas ii,nosstress,"kandas ii. telah lama kita bersama. dan membahasa yang sama. apa kita memang bisa? tetap berjalan bersama. kau ingin ke arah sana. aku mau yang berbeda. ku mengerti yang kau mau. begitu juga dirimu. berulang kali. mencoba mencari jalan yang. yang sebenarnya. kau dan aku telah tau. berdua kita mainkan. waktu. cukuplah sudah. kita bicara. tentang rasa. dan kusadari tuk hidup bersama. tak cukup hanya dengan cinta. telah lama kita bersama. berbagi banyak bahagia. sedihmu kurasa juga, sayang. salam dan sampai jumpa.",telah lama kita bersama.,sedih
916,jangan bakar buku,pandai besi,"karena setiap lembarnya, mengalir berjuta cahaya. karena setiap aksara, membuka jendela dunia. karena setiap lembarnya, mengalir berjuta cahaya. karena setiap aksara, membuka jendela dunia. aaaaaa aaaaaaaa. aaaaaa aaaaaaaa. karena setiap abunya, membangkitkan dendam yang reda. karena setiap dendamnya, menumbuhkan hasutan baka. karena setiap abunya, membangkitkan dendam yang reda. karena setiap dendamnya, menumbuhkan hasutan baka. aaaaaa aaaaaaaa. aaaaaa aaaaaaaa.","karena setiap aksara, membuka jendela dunia. karena setiap abunya, membangkitkan dendam yang reda. karena setiap dendamnya, menumbuhkan hasutan baka.",marah
917,rintik,pandai besi,pernah ku kenang mendung. yang lembut dan sore hari terang. menyadurkan jingga. hingga memberi warna-warna. ingin ku sentuh rintik. dan akan ku peluk rindu. ingin ku sentuh rintik. dan akan ku peluk rindu. pernah ku kenang mendung. yang lembut dan sore hari terang. menyadurkan jingga. hingga memberi warna-warna. ingin ku sentuh rintik. dan akan ku peluk rindu. ingin ku sentuh rintik. dan akan ku peluk rindu. ingin ku sentuh rintik. dan akan ku peluk rindu. ingin ku sentuh rintik. dan akan ku peluk rindu.,ingin ku sentuh rintik. dan akan ku peluk rindu. ingin ku sentuh rintik. dan akan ku peluk rindu.,sedih
918,jalang,pandai besi,"siapa yang b'rani bernyanyi akan dikebiri. siapa yang b'rani menari kan dieksekusi. karna m'reka beda misi, mereka paling suci. lalu mereka bilang, bilang kami jalang. siapa yang b'rani bernyanyi akan dikebiri. siapa yang b'rani menari kan dieksekusi. karna m'reka beda misi, mereka paling suci. lalu mereka bilang, bilang kami jalang. siapa yang b'rani bernyanyi akan dikebiri. siapa yang b'rani menari kan dieksekusi. karna m'reka beda misi, mereka paling suci. lalu mereka bilang, bilang kami jalang. siapa yang b'rani bernyanyi akan dikebiri. siapa yang b'rani menari kan dieksekusi. karna m'reka beda misi, mereka paling suci. lalu mereka bilang, bilang kami jalang. siapa yang b'rani bernyanyi akan dikebiri. siapa yang b'rani menari kan dieksekusi. karna m'reka beda misi, mereka paling suci. lalu mereka bilang, bilang kami jalang. siapa yang b'rani bernyanyi akan dikebiri. siapa yang b'rani menari kan dieksekusi. karna m'reka beda misi, mereka paling suci. lalu mereka bilang, bilang kami jalang.","siapa yang b'rani menari kan dieksekusi. karna m'reka beda misi, mereka paling suci. lalu mereka bilang, bilang kami jalang. siapa yang b'rani bernyanyi akan dikebiri.",marah
919,menjadi indonesia,pandai besi,ada yang memar kagum banggaku. ada yang mekar seperti benalu. ada yang runtuh tamah ramahmu. ada yang tumbuh iri dengkimu. lekas. bangun dari tidur berkepanjangan. cuci muka biar terlihat segar. masih ada cara menjadi besar. lekas. bangun dari tidur berkepanjangan. cuci muka biar terlihat segar. masih ada cara menjadi besar. menjelma dan menjadi indonesia. menjelma dan menjadi indonesia. uuu. uuu. uuu. uuu. lekas. bangun dari tidur berkepanjangan. cuci muka biar terlihat segar. masih ada cara menjadi besar. menjelma dan menjadi indonesia. cuci muka biar terlihat segar. masih ada cara menjadi besar. menjelma dan menjadi indonesia.,lekas. bangun dari tidur berkepanjangan. cuci muka biar terlihat segar. masih ada cara menjadi besar.,bahagia
920,laki-laki pemalu,pandai besi,"nanti malam kan. dia jerat rembulan. disimpan dalam sepi hingga esok hari. lelah lelah berpura-pura. lelah bersandiwara. esok pagi kan seperti hari ini. nanti malam kan. dia jerat rembulan. disimpan dalam sepi hingga esok hari. lelah lelah berpura-pura. lelah bersandiwara. esok pagi kan seperti hari ini. menyisakan duri, menyisakan perih, menyisakan sunyi, aaaaaaaa.",dia jerat rembulan. disimpan dalam sepi hingga esok hari. lelah lelah berpura-pura. lelah bersandiwara.,sedih
921,debu-debu berterbangan,pandai besi,demi masa. sungguh kita tersesat. sungguh kita terhisap. sungguh kita tersesat. pada saatnya nanti. tak bisa bersembunyi. kitapun menyesali. kita merugi. demi masa. sungguh kita tersesat. sungguh kita terhisap. sungguh kita tersesat. pada saatnya nanti . tak bisa bersembunyi . kitapun menyesali . kita merugi .,pada saatnya nanti. tak bisa bersembunyi. kitapun menyesali. kita merugi.,sedih
922,di udara,pandai besi,ku bisa tenggelam di lautan. kubisa di racun di udara. ku bisa terbunuh. di trotoar jalan. tapi aku tak pernah mati. tak akan berhenti. tapi aku tak pernah mati. tak akan berhenti. ku bisa dibuat menderita. aku bisa dibuat tak bernyawa. di kursi-listrikkan ataupun ditikam. ku bisa tenggelam di lautan. aku bisa diracun di udara. aku bisa terbunuh di trotoar jalan. tapi aku tak pernah mati. tak akan berhenti.,tapi aku tak pernah mati. tak akan berhenti.,bahagia
923,selesai,idgitaf,"hmm one, two, three, go. peringatan sana sini. tapi pilihanku disini. ceritamu referensi. tetap ku pegang kendali. keputusan serba sendiri. biasa dengar salah sendiri. ya sudah pusing sendiri. tetap ku pegang kendali. intinya. oh, intinya. jika akhirnya mengakhiri. mulai tak pernah kusesali. hidup yang baik aku jadi tahu. cinta yang baik aku jadi tahu. yeah. ahh-ahh . ahh-ahh . ahh-ahh. hahahaa. manusia memang begitu. cicip pahitnya baru tau. hilang dulu baru tau. sesal dulu baru tau. intinya. ohh intinya. jika akhirnya mengakhiri. mulai tak pernah kusesali. hidup yang baik aku jadi tahu. cinta yang baik aku jadi tahu. ooh. na-na-na-na-na-na-na-na. na-na-na-na-na-na-na-na. na-na-na-na-na. na-na-na-na. one, two, three, go. jika akhirnya mengakhiri. mulai 'tak pernah kusesali. hidup yang baik aku jadi tahu. cinta yang baik aku jadi tahu. jika akhirnya mengakhiri. mulai 'tak pernah kusesali. hidup yang baik aku jadi tahu. cinta yang baik aku jadi tahu. hidup yang baik aku jadi tahu. cinta yang baik aku jadi tahu.",jika akhirnya mengakhiri. mulai tak pernah kusesali. hidup yang baik aku jadi tahu. cinta yang baik aku jadi tahu. yeah.,bahagia
924,terpikat senyummu,idgitaf,"tak perlu rasa simpati. kau yang memilih pergi. tinggalkan ku sendiri, hmm. menyesal pun belum pasti. yang kurindu memori. bukan dirimu lagi. kan kupendam sendiri. kuredam teriakanku sendiri. bersumpah tak ingin lagi hmm. tak mau lagi aku. terpikat senyummu. yang memabukkanku. memberi harapan yang entah terlalu jauh. tak ingin ingat lagi. kau yang berhasil curi hatiku yang dingin. tapi kau hempaskan tak sempat kau hangati. harusnya kutahu memang kau bukan milikku, yeah. tak perlu engkau kembali. sudah sampai disini. bahagiaku menanti. kan kupendam sendiri. kuredam teriakanku sendiri. bersumpah tak ingin lagi, hmm. tak mau lagi aku. terpikat senyummu. yang memabukkanku. memberi harapan yang entah terlalu jauh. tak ingin ingat lagi. kau yang berhasil curi hatiku yang dingin. tapi kau hempaskan tak sempat kau hangati. harusnya ku tahu memang kau bukan milikku. tak mau lagi aku. terpikat senyummu. yang memabukkanku. memberi harapan yang entah terlalu jauh. tak ingin ingat lagi. kau yang berhasil curi hatiku yang dingin. tapi kau hempaskan tak sempat kau hangati. harusnya ku tahu memang kau bukan milikku. tak perlu rasa simpati. kau yang memilih pergi. tinggalkan ku sendiri.","tak mau lagi aku. terpikat senyummu. yang memabukkanku. memberi harapan yang entah terlalu jauh. tak ingin ingat lagi. kau yang berhasil curi hatiku yang dingin. tapi kau hempaskan tak sempat kau hangati. harusnya kutahu memang kau bukan milikku, yeah.",sedih
925,"berakhir di aku (original soundtrack from ""home sweet loan"")",idgitaf,"ditekan dari segala sisi. seringkali hilang arti. aku hidup untuk siapa? ku sudah tidak nyaman lagi. bermimpi pun tahu diri. apa sebaiknya pergi? jika semua bersandar padaku. lalu aku bersandar kemana? mengalah, walau bukan aku yang salah. membisu, saat semua sibuk beradu. walau tak rela pun ku bantu berdoa ini semua. berakhir di aku. setiap hari ku mengais. harta yang tak kumiliki. apa yang aku miliki? jika semua bersandar padaku. lalu aku bersandar kemana? mengalah, walau bukan aku yang salah. membisu, saat semua sibuk beradu. walau tak rela pun ku bantu berdoa ini semua. berakhir di aku. berakhir di aku. berakhir di aku. berakhir di aku. berakhir di aku. walau tak rela pun ku bantu berdoa ini semua. berakhir di aku. membisu, saat semua sibuk beradu . walau tak rela pun ku bantu berdoa ini semua. berakhir. berakhir di aku. outro. berakhir di aku.","mengalah, walau bukan aku yang salah. membisu, saat semua sibuk beradu. walau tak rela pun ku bantu berdoa ini semua. berakhir di aku.",sedih
926,satu-satu,idgitaf,"mata pernah melihat. telinga pernah mendengar. badan pernah merasa. terekam jelas, seakan terjadi baru saja, hm-mm. siapakah yang salah? siapa yang tanggung jawab? waktu terus berjalan. terasa salah karena ada yang belum selesai, oh-oh-oh. aku sudah tak marah. walau masih teringat. semua yang terjadi kemarin. jadikanku yang hari ini. aku sudah tak benci. walau nyatanya merugi. terdengar tidaknya kata maaf. dada lapang terima semua. akan ada masa depan. bagi semua yang bertahan. duniaku pernah hancur. rangkai lagi satu-satu. tak semua 'kan paham. hm, dan tak semua katakan. maaf, semua harus terjadi . kini kau tak sendiri lagi . aku akan coba pahami, oh-oh. aku sudah tak marah. walau masih teringat. semua yang terjadi kemarin. jadikanku yang hari ini. aku sudah tak benci. walau nyatanya merugi. terdengar tidaknya kata maaf. dada lapang terima semua. akan ada . masa depan . bagi semua yang bertahan. duniaku pernah hancur. rangkai lagi satu-satu. akan ada . masa depan . bagi semua yang bertahan. duniaku pernah hancur. rangkai lagi satu-satu, ho-oh. akan ada masa depan. rangkai lagi satu-satu, hu-uh. rangkai lagi satu-satu. rangkai lagi satu-satu.",akan ada masa depan. bagi semua yang bertahan. duniaku pernah hancur. rangkai lagi satu-satu.,bahagia
927,kehilangan,idgitaf,orang-orang benar. tentang setiap manusia punya. masa dan waktunya. di hidup kita. tak selamanya. orang-orang benar. tentang akan ada manusia. yang tak bisa untuk. seumur hidup. ya sudah cukup. tapi jika bisa pinta satu hal. agar dia yang sudah mengenal. luar dalamku. baik burukku. untuk menetap dalam hidupku. dan yang lain bisa pergi. tapi yang ini jangan. sudah banyak yang dibagi. aku tak siap untuk kehilangan. orang orang juga benar. jika ini semua bukan. tentang yang kau mau. tapi yang kau butuh. aku juga tahu. tapi jika bisa pinta satu hal. agar dia yang sudah mengenal. luar dalamku. baik burukku. untuk menetap dalam hidupku. dan yang lain bisa pergi. tapi yang ini jangan. sudah banyak yang dibagi. aku tak siap untuk kehilangan. tapi jika bisa pinta satu hal. agar dia yang sudah mengenal. luar dalamku. baik burukku. untuk menetap dalam hidupku. dan yang lain bisa pergi. tapi yang ini jangan. sudah banyak yang dibagi. aku tak siap untuk kehilangan. dan yang lain bisa pergi . tapi yang ini jangan. sudah banyak yang dibagi. aku tak siap untuk. aku tak siap untuk kehilangan.,dan yang lain bisa pergi. tapi yang ini jangan. sudah banyak yang dibagi. aku tak siap untuk kehilangan.,takut
928,sekuat sesakit,idgitaf,"kita berbagi cerita. rerata cerita bahagia. walau banyak rahasia. hadirmu menambah asa. kadang malu kadang sungkan. sulit untuk ceritakan. masa sulit kehidupan. tapi kau terus bertahan. mungkin ini memang ahliku. suka menipu. beribu cara sembunyikan sendu. seperti tupai yang melompat. pasti akan jatuh. tembok pertahananku rubuh. mengapa senyummu terus merekah? bukankah bebanmu begitu berat? bila ku di posisimu ku tak akan bisa. ku tersenyum dan menjawab. ""kau tak sekuat sesakit aku"". kita hidup di dunia. paham betul tentang perasaan. dalam gelap sendirian. menanti 'tuk ditemukan. mungkin ini memang ahliku. suka menipu. beribu cara sembunyikan sendu . seperti tupai yang melompat. pasti akan jatuh. tembok pertahananku rubuh. mengapa senyummu terus merekah? bukankah bebanmu begitu berat? bila ku di posisimu ku tak akan bisa. ku tersenyum dan menjawab. ""kau tak sekuat sesakit aku"". ooh . sesakit aku. ooh . sesakit aku. sesakit aku, ooh. ku tak akan bisa. ku tersenyum dan menjawab. ""kau tak sekuat sesakit aku"". sesakit aku, ooh. ""bila ku di posisimu ku tak akan bisa"". ku tersenyum dan menjawab. ""kau tak sekuat sesakit aku"". ""kau tak sekuat sesakit aku"". hmm. sesakit aku, ooh. sekuat aku, ooh. sesakit aku.","mengapa senyummu terus merekah? bukankah bebanmu begitu berat? bila ku di posisimu ku tak akan bisa. ku tersenyum dan menjawab. ""kau tak sekuat sesakit aku"".",sedih
929,akan kukenang,idgitaf,"karena hal kecil aku bertahan. lihat mama banyak makan. lihat papa di teras depan. semisal mereka pergi duluan. tetap manis untuk dikenang. karena hal kecil aku bertahan. dengar canda teman-teman. hirup udara perkotaan. semisal aku pergi duluan. tetap manis untuk dikenang. nyatanya. memori yang aku punya di dunia. terlalu mahal harganya. selalu kaya arti dan makna. jika aku berpulang. semua akan hilang. maka ku ucap sekarang. engkau selalu akan kukenang. hal besar aku pun bertahan . satu dua pencapaian. kesana kemari kasmaran. semisal nanti kita tidak sejalan. tetap manis untuk dikenang, hmm. nyatanya. memori yang aku punya di dunia. terlalu mahal harganya. selalu kaya arti dan makna. jika aku berpulang. semua akan hilang. maka ku ucap sekarang. engkau selalu akan kukenang. ooh, uuh-hoo. tak ada yang tahu. akhirnya bagaimana. yang pastinya ku tahu. aku kan baik-baik saja. nyatanya. waktu yang aku punya di dunia. takkan selamanya. akan ku pakai sebaik-baiknya. jika aku berpulang. semua akan hilang. maka ku ucap sekarang. engkau selalu akan kukenang. ooh, uuh-hoo. untuk semua yang lalu. kalian kan ku rindu. terima kasih seribu. kuucapkan selamat jalan, hmm. untuk lembaran baru. dengan orang-orang baru. bertahanlah denganku. kuucapkan selamat datang.",nyatanya. memori yang aku punya di dunia. terlalu mahal harganya. selalu kaya arti dan makna. jika aku berpulang. semua akan hilang. maka ku ucap sekarang. engkau selalu akan kukenang.,bahagia
930,sepenuhnya,idgitaf,yang tak ku katakan. besar ku rasakan. terkesan menahan. menjadi persoalan. harap sabar dulu. karena penting bagiku. menanggung jawabku. atas manis tuturku. menata agar kata sejalan rasa. sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu. alasan bertahan. tak semata harapan. juga perkataan. tapi semua tindakan. dan menata agar kata sejalan rasa. sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu. sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu. sudah baik kau sampaikan. s'lama ini kau rasakan. dengan tujuan. agar kita tetap sejalan. menata agar kata sejalan rasa. sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu. sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu.,sepenuhnya rasaku. sepenuhnya cintaku. maaf bila kau ragu. sepenuhnya milikmu.,bahagia
931,mulai,idgitaf,silahkan masuk. harimu buruk. jangan merajuk. aku nyanyikan kau tinggal duduk. kau khawatir ya? besok gimana? banyak bertanya. belum terjadi kau sudah sibuk. mulai hari ini. bagi porsi untuk resah hati. semakin numpuk hanya buat pusing. hari ini ya hari ini. esok ya sudah lihat nanti. yang meresahkan. beban pikiran. tak berkesudahan. jiwa ini apa tak kasihan? mulai hari ini. bagi porsi untuk resah hati. semakin numpuk hanya buat pusing. hari ini ya hari ini. esok ya sudah lihat nanti. bagi waktu untuk rehat diri. semakin remuk untuk yang tak pasti. hari ini ya hari ini. esok ya sudah lihat nanti. oooohh. sudah lihat nanti. lihat nanti. oooohh. esok ya sudah lihat nanti. hari ini ya hari ini. ingat diri lebih berarti.,bagi porsi untuk resah hati. semakin numpuk hanya buat pusing. hari ini ya hari ini. esok ya sudah lihat nanti.,takut
